site,longitude,latitude,year,zone,transect,survey,den_macpyr,final_depth,depth_origin,den_urchin,Wave_Mean,Wave_Max,Wave_95prc,Wave_99prc,ubr_mean,ubr_max,ID,Max_Nitrate,Max_Temp,Mean_Nitrate,Mean_Summer_Nitrate,Mean_Summer_Temp,Mean_Temp,Mean_Upwelling_Nitrate,Mean_Upwelling_Temp,Min_Nitrate,Min_Temp
120_REEF,-118.39227,33.73749,2012,MID,1,pisco,0.31666666666666665,9.32,mean_zone,17.533333333333335,1.7619401216507,1.7619401216507,1.7619401216507,1.7619401216507,64.89,59.95,1,4.151946622638709,20.451,0.9150194504526996,0.0725892580972473,19.31665376344086,16.792922219022017,2.148296347677803,14.514728686635944,0.10838423687096775,13.170322580645161
120_REEF,-118.39227,33.73749,2012,MID,2,pisco,0.4,9.32,mean_zone,3.2666666666666666,1.7619401216507,1.7619401216507,1.7619401216507,1.7619401216507,64.89,59.95,1,4.151946622638709,20.451,0.9150194504526996,0.0725892580972473,19.31665376344086,16.792922219022017,2.148296347677803,14.514728686635944,0.10838423687096775,13.170322580645161
120_REEF,-118.39227,33.73749,2013,INNER,1,pisco,0.03333333333333333,3.4,insitu,8.666666666666666,1.37187242507935,1.37187242507935,1.37187242507935,1.37187242507935,48.61,46.51,1,3.040101872593548,20.016451612903225,0.8006167869551629,0.08075098788769892,19.23967311827957,16.955780593958014,1.3861321598251128,15.1553955453149,0.04367897632580644,13.518571428571429
120_REEF,-118.39227,33.73749,2013,INNER,2,pisco,0,3.6,insitu,5.833333333333333,1.37187242507935,1.37187242507935,1.37187242507935,1.37187242507935,48.61,46.51,1,3.040101872593548,20.016451612903225,0.8006167869551629,0.08075098788769892,19.23967311827957,16.955780593958014,1.3861321598251128,15.1553955453149,0.04367897632580644,13.518571428571429
120_REEF,-118.39227,33.73749,2013,MID,1,pisco,0.55,6.7,insitu,1.5666666666666669,1.37187242507935,1.37187242507935,1.37187242507935,1.37187242507935,48.61,46.51,1,3.040101872593548,20.016451612903225,0.8006167869551629,0.08075098788769892,19.23967311827957,16.955780593958014,1.3861321598251128,15.1553955453149,0.04367897632580644,13.518571428571429
120_REEF,-118.39227,33.73749,2013,MID,2,pisco,0.26666666666666666,6.1,insitu,8.266666666666667,1.37187242507935,1.37187242507935,1.37187242507935,1.37187242507935,48.61,46.51,1,3.040101872593548,20.016451612903225,0.8006167869551629,0.08075098788769892,19.23967311827957,16.955780593958014,1.3861321598251128,15.1553955453149,0.04367897632580644,13.518571428571429
120_REEF,-118.39227,33.73749,2015,INNER,1,pisco,0.15,5,insitu,0.5,1.37525761127472,1.37525761127472,1.37525761127472,1.37525761127472,48.61,49.29,1,0.3198366566733333,22.974666666666668,0.1310567600990988,0.025940505139870958,21.323662365591396,18.82093582375479,0.23525321088987702,16.64580209492028,0.03520358531935481,16.235666666666667
120_REEF,-118.39227,33.73749,2015,INNER,2,pisco,0.4,5,insitu,1.0333333333333334,1.37525761127472,1.37525761127472,1.37525761127472,1.37525761127472,48.61,49.29,1,0.3198366566733333,22.974666666666668,0.1310567600990988,0.025940505139870958,21.323662365591396,18.82093582375479,0.23525321088987702,16.64580209492028,0.03520358531935481,16.235666666666667
120_REEF,-118.39227,33.73749,2015,MID,1,pisco,0.2,8,insitu,0.31666666666666665,1.37525761127472,1.37525761127472,1.37525761127472,1.37525761127472,48.61,49.29,1,0.3198366566733333,22.974666666666668,0.1310567600990988,0.025940505139870958,21.323662365591396,18.82093582375479,0.23525321088987702,16.64580209492028,0.03520358531935481,16.235666666666667
120_REEF,-118.39227,33.73749,2015,MID,2,pisco,0.16666666666666666,8,insitu,0.3333333333333333,1.37525761127472,1.37525761127472,1.37525761127472,1.37525761127472,48.61,49.29,1,0.3198366566733333,22.974666666666668,0.1310567600990988,0.025940505139870958,21.323662365591396,18.82093582375479,0.23525321088987702,16.64580209492028,0.03520358531935481,16.235666666666667
120_REEF,-118.39227,33.73749,2016,INNER,1,pisco,0.6,5,insitu,0.18333333333333332,1.92872714996338,1.92872714996338,1.92872714996338,1.92872714996338,64.89,58.3,1,0.5818626332419354,21.46451612903226,0.24460407748520516,0.04000223865283868,20.329600000000003,17.944229590693805,0.37774520701695946,16.145373079877114,0.00954432888709671,15.51774193548387
120_REEF,-118.39227,33.73749,2016,INNER,2,pisco,0.7,5,insitu,0.01666666666666666,1.92872714996338,1.92872714996338,1.92872714996338,1.92872714996338,64.89,58.3,1,0.5818626332419354,21.46451612903226,0.24460407748520516,0.04000223865283868,20.329600000000003,17.944229590693805,0.37774520701695946,16.145373079877114,0.00954432888709671,15.51774193548387
120_REEF,-118.39227,33.73749,2016,MID,1,pisco,0.7666666666666667,10,insitu,0.2833333333333333,1.92872714996338,1.92872714996338,1.92872714996338,1.92872714996338,64.89,58.3,1,0.5818626332419354,21.46451612903226,0.24460407748520516,0.04000223865283868,20.329600000000003,17.944229590693805,0.37774520701695946,16.145373079877114,0.00954432888709671,15.51774193548387
120_REEF,-118.39227,33.73749,2016,MID,2,pisco,0.5833333333333334,10,insitu,0.18333333333333332,1.92872714996338,1.92872714996338,1.92872714996338,1.92872714996338,64.89,58.3,1,0.5818626332419354,21.46451612903226,0.24460407748520516,0.04000223865283868,20.329600000000003,17.944229590693805,0.37774520701695946,16.145373079877114,0.00954432888709671,15.51774193548387
120_REEF,-118.39227,33.73749,2017,INNER,1,pisco,1.1833333333333331,5,insitu,0,2.81206393241882,2.81206393241882,2.81206393241882,2.81206393241882,97.3,86.38,1,0.9951028919677414,21.009677419354837,0.3813304039902999,0.05250390624604299,19.911513978494625,17.45736450332821,0.7355981581014381,15.212671466973886,0.03054440809354837,14.645483870967743
120_REEF,-118.39227,33.73749,2017,INNER,2,pisco,1.3333333333333333,5.4,insitu,0.01666666666666666,2.81206393241882,2.81206393241882,2.81206393241882,2.81206393241882,97.3,86.38,1,0.9951028919677414,21.009677419354837,0.3813304039902999,0.05250390624604299,19.911513978494625,17.45736450332821,0.7355981581014381,15.212671466973886,0.03054440809354837,14.645483870967743
120_REEF,-118.39227,33.73749,2017,MID,1,pisco,0.9333333333333332,10,insitu,0.11666666666666668,2.81206393241882,2.81206393241882,2.81206393241882,2.81206393241882,97.3,86.38,1,0.9951028919677414,21.009677419354837,0.3813304039902999,0.05250390624604299,19.911513978494625,17.45736450332821,0.7355981581014381,15.212671466973886,0.03054440809354837,14.645483870967743
